CodUsina;CodUsina_base;dez/22;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23;jul/23;ago/23;set/23;out/23;nov/23
169;178;142;149;114;64;99;106;90;110;142;175;186;193
